source,target
"[26, 34, 9, 7, 35, 34, 38, 31]","[31, 38, 34, 35, 7, 9, 34, 26]"
"[5, 55, 34, 35, 5, 34, 59, 25, 52]","[52, 25, 59, 34, 5, 35, 34, 55, 5]"
"[12, 32, 55, 34]","[34, 55, 32, 12]"
"[36, 39, 33, 24, 55]","[55, 24, 33, 39, 36]"
"[15, 30, 54, 33, 11, 55]","[55, 11, 33, 54, 30, 15]"
"[22, 43, 26, 44, 20, 9, 43]","[43, 9, 20, 44, 26, 43, 22]"
"[36, 54, 54, 32, 9, 56, 32, 50]","[50, 32, 56, 9, 32, 54, 54, 36]"
"[13, 14, 29, 6, 18, 4, 11, 17, 31]","[31, 17, 11, 4, 18, 6, 29, 14, 13]"
"[18, 19, 12, 19]","[19, 12, 19, 18]"
"[9, 41, 52, 46, 8]","[8, 46, 52, 41, 9]"
"[27, 42, 27, 21, 15, 49]","[49, 15, 21, 27, 42, 27]"
"[20, 47, 28, 46, 9, 11, 41]","[41, 11, 9, 46, 28, 47, 20]"
"[54, 27, 44, 24, 34, 58, 17, 22]","[22, 17, 58, 34, 24, 44, 27, 54]"
"[48, 31, 18, 27, 31, 57, 57, 34, 50]","[50, 34, 57, 57, 31, 27, 18, 31, 48]"
"[5, 8, 55, 25]","[25, 55, 8, 5]"
"[19, 40, 37, 35, 27]","[27, 35, 37, 40, 19]"
"[53, 32, 14, 16, 6, 39]","[39, 6, 16, 14, 32, 53]"
"[43, 12, 49, 29, 20, 46, 40]","[40, 46, 20, 29, 49, 12, 43]"
"[46, 8, 42, 28, 4, 58, 15, 55]","[55, 15, 58, 4, 28, 42, 8, 46]"
"[21, 53, 19, 44, 33, 18, 18, 42, 20]","[20, 42, 18, 18, 33, 44, 19, 53, 21]"
"[19, 16, 18, 51]","[51, 18, 16, 19]"
"[60, 14, 37, 12, 49]","[49, 12, 37, 14, 60]"
"[19, 39, 28, 49, 57, 46]","[46, 57, 49, 28, 39, 19]"
"[26, 38, 28, 59, 15, 37, 28]","[28, 37, 15, 59, 28, 38, 26]"
"[4, 57, 41, 53, 51, 51, 10, 17]","[17, 10, 51, 51, 53, 41, 57, 4]"
"[12, 8, 17, 29, 47, 52, 15, 45, 18]","[18, 45, 15, 52, 47, 29, 17, 8, 12]"
"[53, 54, 13, 48]","[48, 13, 54, 53]"
"[53, 58, 4, 31, 39]","[39, 31, 4, 58, 53]"
"[28, 12, 6, 21, 55, 60]","[60, 55, 21, 6, 12, 28]"
"[42, 16, 20, 29, 31, 58, 59]","[59, 58, 31, 29, 20, 16, 42]"
"[28, 37, 21, 46, 22, 6, 32, 8]","[8, 32, 6, 22, 46, 21, 37, 28]"
"[44, 27, 45, 5, 26, 9, 20, 40, 44]","[44, 40, 20, 9, 26, 5, 45, 27, 44]"
"[51, 16, 30, 7]","[7, 30, 16, 51]"
"[31, 33, 55, 44, 16]","[16, 44, 55, 33, 31]"
"[5, 38, 25, 46, 49, 54]","[54, 49, 46, 25, 38, 5]"
"[27, 20, 28, 27, 6, 50, 53]","[53, 50, 6, 27, 28, 20, 27]"
"[45, 40, 9, 57, 13, 26, 31, 35]","[35, 31, 26, 13, 57, 9, 40, 45]"
"[29, 33, 51, 48, 15, 37, 9, 60, 31]","[31, 60, 9, 37, 15, 48, 51, 33, 29]"
"[6, 28, 22, 12]","[12, 22, 28, 6]"
"[44, 32, 18, 16, 20]","[20, 16, 18, 32, 44]"
"[29, 52, 5, 17, 37, 59]","[59, 37, 17, 5, 52, 29]"
"[51, 6, 13, 56, 5, 43, 37]","[37, 43, 5, 56, 13, 6, 51]"
"[49, 32, 16, 22, 45, 25, 56, 22]","[22, 56, 25, 45, 22, 16, 32, 49]"
"[34, 47, 52, 9, 25, 41, 43, 16, 58]","[58, 16, 43, 41, 25, 9, 52, 47, 34]"
"[13, 31, 17, 17]","[17, 17, 31, 13]"
"[60, 47, 45, 22, 52]","[52, 22, 45, 47, 60]"
"[60, 27, 52, 21, 23, 22]","[22, 23, 21, 52, 27, 60]"
"[42, 34, 8, 40, 22, 4, 40]","[40, 4, 22, 40, 8, 34, 42]"
"[41, 51, 43, 33, 14, 60, 47, 30]","[30, 47, 60, 14, 33, 43, 51, 41]"
"[59, 7, 31, 24, 24, 8, 60, 11, 34]","[34, 11, 60, 8, 24, 24, 31, 7, 59]"
"[18, 47, 29, 41]","[41, 29, 47, 18]"
"[24, 47, 32, 34, 60]","[60, 34, 32, 47, 24]"
"[24, 48, 50, 54, 40, 4]","[4, 40, 54, 50, 48, 24]"
"[20, 17, 49, 16, 4, 54, 59]","[59, 54, 4, 16, 49, 17, 20]"
"[53, 17, 41, 9, 7, 44, 52, 24]","[24, 52, 44, 7, 9, 41, 17, 53]"
"[26, 9, 33, 52, 40, 23, 25, 29, 52]","[52, 29, 25, 23, 40, 52, 33, 9, 26]"
"[56, 26, 20, 60]","[60, 20, 26, 56]"
"[33, 21, 31, 52, 45]","[45, 52, 31, 21, 33]"
"[11, 14, 16, 16, 33, 12]","[12, 33, 16, 16, 14, 11]"
"[16, 58, 27, 22, 13, 13, 31]","[31, 13, 13, 22, 27, 58, 16]"
"[47, 54, 4, 24, 4, 37, 55, 45]","[45, 55, 37, 4, 24, 4, 54, 47]"
"[48, 23, 38, 14, 5, 52, 22, 19, 54]","[54, 19, 22, 52, 5, 14, 38, 23, 48]"
"[19, 41, 46, 36]","[36, 46, 41, 19]"
"[55, 38, 37, 35, 56]","[56, 35, 37, 38, 55]"
"[22, 25, 34, 31, 31, 20]","[20, 31, 31, 34, 25, 22]"
"[6, 11, 6, 25, 31, 58, 60]","[60, 58, 31, 25, 6, 11, 6]"
"[26, 37, 9, 41, 26, 8, 53, 28]","[28, 53, 8, 26, 41, 9, 37, 26]"
"[36, 25, 10, 5, 36, 7, 57, 34, 23]","[23, 34, 57, 7, 36, 5, 10, 25, 36]"
"[18, 15, 24, 41]","[41, 24, 15, 18]"
"[60, 15, 5, 46, 30]","[30, 46, 5, 15, 60]"
"[21, 24, 37, 22, 7, 31]","[31, 7, 22, 37, 24, 21]"
"[34, 24, 17, 11, 6, 10, 40]","[40, 10, 6, 11, 17, 24, 34]"
"[59, 5, 25, 21, 8, 41, 40, 5]","[5, 40, 41, 8, 21, 25, 5, 59]"
"[60, 4, 60, 27, 33, 49, 8, 44, 46]","[46, 44, 8, 49, 33, 27, 60, 4, 60]"
"[27, 44, 4, 30]","[30, 4, 44, 27]"
"[18, 20, 6, 32, 34]","[34, 32, 6, 20, 18]"
"[12, 23, 47, 44, 32, 59]","[59, 32, 44, 47, 23, 12]"
"[25, 7, 40, 18, 26, 23, 15]","[15, 23, 26, 18, 40, 7, 25]"
"[6, 33, 22, 14, 35, 16, 41, 25]","[25, 41, 16, 35, 14, 22, 33, 6]"
"[29, 35, 15, 49, 39, 27, 49, 16, 15]","[15, 16, 49, 27, 39, 49, 15, 35, 29]"
"[47, 59, 35, 24]","[24, 35, 59, 47]"
"[14, 25, 8, 19, 28]","[28, 19, 8, 25, 14]"
"[59, 14, 56, 14, 32, 31]","[31, 32, 14, 56, 14, 59]"
"[50, 5, 6, 58, 50, 27, 9]","[9, 27, 50, 58, 6, 5, 50]"
"[54, 33, 35, 48, 59, 33, 9, 47]","[47, 9, 33, 59, 48, 35, 33, 54]"
"[16, 7, 56, 18, 53, 42, 57, 31, 14]","[14, 31, 57, 42, 53, 18, 56, 7, 16]"
"[34, 14, 39, 46]","[46, 39, 14, 34]"
"[23, 20, 10, 30, 31]","[31, 30, 10, 20, 23]"
"[11, 55, 36, 30, 59, 29]","[29, 59, 30, 36, 55, 11]"
"[38, 16, 19, 9, 30, 58, 53]","[53, 58, 30, 9, 19, 16, 38]"
"[7, 46, 14, 46, 43, 13, 14, 11]","[11, 14, 13, 43, 46, 14, 46, 7]"
"[10, 21, 50, 6, 17, 48, 6, 40, 13]","[13, 40, 6, 48, 17, 6, 50, 21, 10]"
"[9, 40, 21, 39]","[39, 21, 40, 9]"
"[46, 42, 25, 52, 23]","[23, 52, 25, 42, 46]"
"[22, 49, 6, 7, 53, 45]","[45, 53, 7, 6, 49, 22]"
"[45, 51, 9, 35, 42, 8, 37]","[37, 8, 42, 35, 9, 51, 45]"
"[14, 20, 21, 17, 44, 57, 22, 18]","[18, 22, 57, 44, 17, 21, 20, 14]"
"[35, 10, 41, 5, 39, 43, 56, 20, 27]","[27, 20, 56, 43, 39, 5, 41, 10, 35]"
"[26, 23, 19, 60]","[60, 19, 23, 26]"
"[58, 27, 60, 21, 33]","[33, 21, 60, 27, 58]"
"[49, 29, 46, 18, 29, 32]","[32, 29, 18, 46, 29, 49]"
"[35, 54, 10, 47, 48, 22, 12]","[12, 22, 48, 47, 10, 54, 35]"
"[59, 33, 44, 58, 8, 38, 21, 44]","[44, 21, 38, 8, 58, 44, 33, 59]"
"[15, 38, 28, 29, 18, 7, 49, 4, 31]","[31, 4, 49, 7, 18, 29, 28, 38, 15]"
"[48, 60, 28, 59]","[59, 28, 60, 48]"
"[48, 50, 30, 6, 29]","[29, 6, 30, 50, 48]"
"[8, 50, 26, 59, 20, 22]","[22, 20, 59, 26, 50, 8]"
"[14, 51, 36, 53, 38, 52, 49]","[49, 52, 38, 53, 36, 51, 14]"
"[12, 8, 51, 25, 45, 4, 22, 20]","[20, 22, 4, 45, 25, 51, 8, 12]"
"[13, 57, 23, 19, 34, 51, 17, 7, 35]","[35, 7, 17, 51, 34, 19, 23, 57, 13]"
"[60, 5, 9, 6]","[6, 9, 5, 60]"
"[13, 54, 23, 7, 46]","[46, 7, 23, 54, 13]"
"[17, 16, 47, 15, 53, 58]","[58, 53, 15, 47, 16, 17]"
"[37, 22, 39, 33, 23, 19, 5]","[5, 19, 23, 33, 39, 22, 37]"
"[7, 37, 27, 42, 24, 17, 56, 48]","[48, 56, 17, 24, 42, 27, 37, 7]"
"[4, 11, 6, 39, 13, 45, 33, 52, 27]","[27, 52, 33, 45, 13, 39, 6, 11, 4]"
"[60, 50, 59, 23]","[23, 59, 50, 60]"
"[56, 12, 5, 38, 52]","[52, 38, 5, 12, 56]"
"[54, 17, 42, 55, 59, 10]","[10, 59, 55, 42, 17, 54]"
"[12, 48, 6, 51, 9, 13, 53]","[53, 13, 9, 51, 6, 48, 12]"
"[48, 54, 36, 55, 39, 23, 17, 56]","[56, 17, 23, 39, 55, 36, 54, 48]"
"[22, 8, 28, 21, 53, 57, 42, 51, 8]","[8, 51, 42, 57, 53, 21, 28, 8, 22]"
"[54, 4, 60, 11]","[11, 60, 4, 54]"
"[40, 29, 15, 31, 15]","[15, 31, 15, 29, 40]"
"[42, 27, 56, 26, 39, 53]","[53, 39, 26, 56, 27, 42]"
"[19, 23, 47, 23, 19, 5, 27]","[27, 5, 19, 23, 47, 23, 19]"
"[4, 9, 12, 27, 60, 43, 42, 17]","[17, 42, 43, 60, 27, 12, 9, 4]"
"[4, 42, 45, 30, 29, 16, 20, 37, 38]","[38, 37, 20, 16, 29, 30, 45, 42, 4]"
"[58, 53, 34, 60]","[60, 34, 53, 58]"
"[15, 22, 10, 14, 28]","[28, 14, 10, 22, 15]"
"[26, 31, 13, 42, 59, 28]","[28, 59, 42, 13, 31, 26]"
"[7, 49, 9, 11, 8, 22, 28]","[28, 22, 8, 11, 9, 49, 7]"
"[9, 19, 14, 5, 55, 57, 6, 21]","[21, 6, 57, 55, 5, 14, 19, 9]"
"[51, 36, 11, 42, 55, 49, 51, 36, 14]","[14, 36, 51, 49, 55, 42, 11, 36, 51]"
"[4, 22, 45, 52]","[52, 45, 22, 4]"
"[46, 48, 32, 15, 46]","[46, 15, 32, 48, 46]"
"[13, 10, 37, 12, 49, 43]","[43, 49, 12, 37, 10, 13]"
"[13, 47, 7, 31, 45, 41, 31]","[31, 41, 45, 31, 7, 47, 13]"
"[43, 21, 9, 45, 41, 34, 18, 39]","[39, 18, 34, 41, 45, 9, 21, 43]"
"[4, 42, 34, 49, 21, 27, 10, 16, 24]","[24, 16, 10, 27, 21, 49, 34, 42, 4]"
"[12, 11, 23, 14]","[14, 23, 11, 12]"
"[49, 36, 16, 39, 54]","[54, 39, 16, 36, 49]"
"[57, 33, 31, 10, 22, 56]","[56, 22, 10, 31, 33, 57]"
"[48, 26, 59, 50, 45, 17, 36]","[36, 17, 45, 50, 59, 26, 48]"
"[14, 55, 31, 49, 27, 48, 44, 28]","[28, 44, 48, 27, 49, 31, 55, 14]"
"[8, 31, 34, 23, 20, 55, 22, 18, 5]","[5, 18, 22, 55, 20, 23, 34, 31, 8]"
"[58, 55, 19, 52]","[52, 19, 55, 58]"
"[33, 59, 27, 10, 54]","[54, 10, 27, 59, 33]"
"[59, 24, 16, 56, 21, 45]","[45, 21, 56, 16, 24, 59]"
"[45, 44, 44, 37, 5, 14, 50]","[50, 14, 5, 37, 44, 44, 45]"
"[30, 30, 39, 43, 38, 17, 9, 38]","[38, 9, 17, 38, 43, 39, 30, 30]"
"[58, 47, 18, 59, 6, 48, 33, 39, 41]","[41, 39, 33, 48, 6, 59, 18, 47, 58]"
"[41, 36, 42, 8]","[8, 42, 36, 41]"
"[5, 34, 6, 29, 22]","[22, 29, 6, 34, 5]"
"[36, 49, 22, 29, 52, 30]","[30, 52, 29, 22, 49, 36]"
"[16, 53, 47, 5, 23, 21, 29]","[29, 21, 23, 5, 47, 53, 16]"
"[40, 33, 59, 58, 26, 46, 51, 6]","[6, 51, 46, 26, 58, 59, 33, 40]"
"[22, 46, 60, 60, 35, 27, 14, 47, 4]","[4, 47, 14, 27, 35, 60, 60, 46, 22]"
"[26, 58, 9, 36]","[36, 9, 58, 26]"
"[53, 58, 17, 54, 29]","[29, 54, 17, 58, 53]"
"[5, 13, 44, 43, 58, 15]","[15, 58, 43, 44, 13, 5]"
"[35, 49, 35, 28, 59, 56, 48]","[48, 56, 59, 28, 35, 49, 35]"
"[33, 19, 8, 45, 59, 50, 21, 9]","[9, 21, 50, 59, 45, 8, 19, 33]"
"[32, 54, 25, 28, 52, 35, 9, 10, 11]","[11, 10, 9, 35, 52, 28, 25, 54, 32]"
"[34, 29, 28, 31]","[31, 28, 29, 34]"
"[26, 30, 56, 53, 46]","[46, 53, 56, 30, 26]"
"[23, 59, 48, 34, 13, 17]","[17, 13, 34, 48, 59, 23]"
"[28, 48, 20, 42, 54, 12, 41]","[41, 12, 54, 42, 20, 48, 28]"
"[50, 56, 16, 10, 22, 13, 28, 52]","[52, 28, 13, 22, 10, 16, 56, 50]"
"[23, 36, 32, 37, 17, 25, 52, 37, 18]","[18, 37, 52, 25, 17, 37, 32, 36, 23]"
"[5, 30, 37, 12]","[12, 37, 30, 5]"
"[19, 29, 48, 17, 47]","[47, 17, 48, 29, 19]"
"[18, 14, 38, 56, 25, 22]","[22, 25, 56, 38, 14, 18]"
"[46, 24, 25, 59, 36, 59, 32]","[32, 59, 36, 59, 25, 24, 46]"
"[41, 58, 40, 16, 43, 52, 59, 14]","[14, 59, 52, 43, 16, 40, 58, 41]"
"[11, 14, 31, 27, 49, 46, 18, 18, 10]","[10, 18, 18, 46, 49, 27, 31, 14, 11]"
"[50, 14, 29, 53]","[53, 29, 14, 50]"
"[41, 30, 43, 17, 48]","[48, 17, 43, 30, 41]"
"[25, 31, 43, 55, 28, 35]","[35, 28, 55, 43, 31, 25]"
"[38, 31, 37, 12, 18, 59, 17]","[17, 59, 18, 12, 37, 31, 38]"
"[44, 25, 7, 24, 35, 27, 15, 35]","[35, 15, 27, 35, 24, 7, 25, 44]"
"[22, 13, 22, 10, 17, 11, 51, 7, 15]","[15, 7, 51, 11, 17, 10, 22, 13, 22]"
"[26, 51, 17, 37]","[37, 17, 51, 26]"
"[41, 40, 44, 39, 60]","[60, 39, 44, 40, 41]"
"[28, 25, 21, 23, 44, 42]","[42, 44, 23, 21, 25, 28]"
"[25, 60, 59, 22, 17, 29, 39]","[39, 29, 17, 22, 59, 60, 25]"
"[49, 19, 39, 44, 32, 51, 53, 46]","[46, 53, 51, 32, 44, 39, 19, 49]"
"[60, 42, 24, 32, 55, 9, 39, 29, 30]","[30, 29, 39, 9, 55, 32, 24, 42, 60]"
"[44, 42, 7, 27]","[27, 7, 42, 44]"
"[33, 18, 54, 49, 4]","[4, 49, 54, 18, 33]"
"[41, 46, 29, 54, 8, 55]","[55, 8, 54, 29, 46, 41]"
"[34, 50, 16, 24, 5, 56, 42]","[42, 56, 5, 24, 16, 50, 34]"
"[39, 44, 14, 11, 60, 7, 46, 51]","[51, 46, 7, 60, 11, 14, 44, 39]"
"[34, 25, 56, 20, 53, 39, 53, 53, 17]","[17, 53, 53, 39, 53, 20, 56, 25, 34]"
"[56, 29, 20, 38]","[38, 20, 29, 56]"
"[55, 47, 60, 42, 4]","[4, 42, 60, 47, 55]"
"[47, 18, 13, 39, 12, 8]","[8, 12, 39, 13, 18, 47]"
"[42, 40, 4, 55, 32, 6, 30]","[30, 6, 32, 55, 4, 40, 42]"
"[59, 45, 20, 44, 36, 26, 28, 9]","[9, 28, 26, 36, 44, 20, 45, 59]"
"[15, 9, 39, 23, 28, 55, 51, 44, 13]","[13, 44, 51, 55, 28, 23, 39, 9, 15]"
"[8, 36, 37, 41]","[41, 37, 36, 8]"
"[47, 45, 12, 48, 35]","[35, 48, 12, 45, 47]"
"[31, 51, 17, 21, 51, 51]","[51, 51, 21, 17, 51, 31]"
"[30, 4, 60, 21, 22, 50, 6]","[6, 50, 22, 21, 60, 4, 30]"
"[25, 35, 38, 41, 14, 51, 6, 47]","[47, 6, 51, 14, 41, 38, 35, 25]"
"[51, 14, 21, 40, 42, 52, 36, 32, 21]","[21, 32, 36, 52, 42, 40, 21, 14, 51]"
"[49, 44, 26, 60]","[60, 26, 44, 49]"
"[23, 49, 22, 5, 58]","[58, 5, 22, 49, 23]"
"[37, 42, 37, 14, 25, 7]","[7, 25, 14, 37, 42, 37]"
"[56, 13, 54, 45, 37, 42, 36]","[36, 42, 37, 45, 54, 13, 56]"
"[49, 45, 50, 20, 60, 29, 41, 14]","[14, 41, 29, 60, 20, 50, 45, 49]"
"[45, 16, 27, 13, 27, 31, 29, 19, 6]","[6, 19, 29, 31, 27, 13, 27, 16, 45]"
"[14, 9, 6, 22]","[22, 6, 9, 14]"
"[40, 6, 17, 40, 5]","[5, 40, 17, 6, 40]"
"[31, 11, 18, 22, 11, 38]","[38, 11, 22, 18, 11, 31]"
"[22, 34, 31, 33, 45, 49, 59]","[59, 49, 45, 33, 31, 34, 22]"
"[39, 22, 45, 24, 31, 6, 37, 58]","[58, 37, 6, 31, 24, 45, 22, 39]"
"[8, 21, 7, 44, 27, 60, 15, 46, 41]","[41, 46, 15, 60, 27, 44, 7, 21, 8]"
"[22, 7, 38, 7]","[7, 38, 7, 22]"
"[6, 48, 23, 38, 17]","[17, 38, 23, 48, 6]"
"[32, 35, 54, 35, 56, 27]","[27, 56, 35, 54, 35, 32]"
"[55, 16, 44, 54, 9, 16, 39]","[39, 16, 9, 54, 44, 16, 55]"
"[26, 57, 57, 50, 19, 46, 52, 24]","[24, 52, 46, 19, 50, 57, 57, 26]"
"[56, 46, 31, 18, 28, 39, 45, 48, 30]","[30, 48, 45, 39, 28, 18, 31, 46, 56]"
"[7, 52, 6, 55]","[55, 6, 52, 7]"
"[16, 5, 24, 35, 9]","[9, 35, 24, 5, 16]"
"[20, 39, 36, 53, 53, 27]","[27, 53, 53, 36, 39, 20]"
"[39, 40, 9, 6, 17, 6, 56]","[56, 6, 17, 6, 9, 40, 39]"
"[28, 13, 43, 25, 18, 46, 59, 4]","[4, 59, 46, 18, 25, 43, 13, 28]"
"[30, 36, 10, 42, 48, 57, 59, 11, 25]","[25, 11, 59, 57, 48, 42, 10, 36, 30]"
"[40, 44, 4, 30]","[30, 4, 44, 40]"
"[30, 39, 23, 57, 25]","[25, 57, 23, 39, 30]"
"[4, 49, 28, 56, 7, 32]","[32, 7, 56, 28, 49, 4]"
"[15, 31, 39, 60, 49, 32, 48]","[48, 32, 49, 60, 39, 31, 15]"
"[30, 41, 17, 10, 14, 40, 5, 47]","[47, 5, 40, 14, 10, 17, 41, 30]"
"[35, 17, 46, 54, 49, 49, 58, 10, 18]","[18, 10, 58, 49, 49, 54, 46, 17, 35]"
"[41, 25, 42, 50]","[50, 42, 25, 41]"
"[32, 36, 14, 39, 27]","[27, 39, 14, 36, 32]"
"[43, 43, 60, 19, 24, 42]","[42, 24, 19, 60, 43, 43]"
"[21, 14, 37, 4, 55, 4, 44]","[44, 4, 55, 4, 37, 14, 21]"
"[32, 8, 24, 28, 6, 56, 10, 55]","[55, 10, 56, 6, 28, 24, 8, 32]"
"[60, 55, 55, 8, 46, 14, 42, 52, 39]","[39, 52, 42, 14, 46, 8, 55, 55, 60]"
"[28, 54, 33, 49]","[49, 33, 54, 28]"
"[9, 58, 50, 51, 50]","[50, 51, 50, 58, 9]"
"[33, 5, 57, 45, 30, 54]","[54, 30, 45, 57, 5, 33]"
"[33, 5, 60, 42, 10, 45, 4]","[4, 45, 10, 42, 60, 5, 33]"
"[48, 17, 39, 12, 45, 13, 37, 18]","[18, 37, 13, 45, 12, 39, 17, 48]"
"[59, 35, 20, 27, 10, 29, 60, 18, 55]","[55, 18, 60, 29, 10, 27, 20, 35, 59]"
"[60, 19, 36, 10]","[10, 36, 19, 60]"
"[30, 10, 42, 8, 10]","[10, 8, 42, 10, 30]"
"[11, 54, 55, 41, 6, 8]","[8, 6, 41, 55, 54, 11]"
"[51, 21, 37, 57, 50, 29, 55]","[55, 29, 50, 57, 37, 21, 51]"
"[58, 41, 9, 23, 25, 36, 48, 17]","[17, 48, 36, 25, 23, 9, 41, 58]"
"[37, 39, 46, 30, 34, 21, 36, 19, 36]","[36, 19, 36, 21, 34, 30, 46, 39, 37]"
"[15, 28, 19, 58]","[58, 19, 28, 15]"
"[20, 56, 41, 13, 41]","[41, 13, 41, 56, 20]"
"[13, 40, 37, 10, 7, 18]","[18, 7, 10, 37, 40, 13]"
"[52, 27, 46, 40, 50, 13, 6]","[6, 13, 50, 40, 46, 27, 52]"
"[23, 38, 18, 57, 56, 32, 35, 17]","[17, 35, 32, 56, 57, 18, 38, 23]"
"[31, 46, 18, 48, 55, 11, 52, 51, 44]","[44, 51, 52, 11, 55, 48, 18, 46, 31]"
"[26, 9, 27, 8]","[8, 27, 9, 26]"
"[19, 20, 34, 45, 29]","[29, 45, 34, 20, 19]"
"[13, 36, 15, 31, 51, 12]","[12, 51, 31, 15, 36, 13]"
"[60, 28, 48, 7, 17, 56, 5]","[5, 56, 17, 7, 48, 28, 60]"
"[25, 6, 35, 52, 39, 23, 34, 50]","[50, 34, 23, 39, 52, 35, 6, 25]"
"[38, 20, 23, 7, 51, 16, 12, 33, 34]","[34, 33, 12, 16, 51, 7, 23, 20, 38]"
"[28, 38, 27, 52]","[52, 27, 38, 28]"
"[37, 8, 53, 5, 57]","[57, 5, 53, 8, 37]"
"[16, 22, 16, 47, 23, 45]","[45, 23, 47, 16, 22, 16]"
"[57, 32, 30, 56, 42, 22, 37]","[37, 22, 42, 56, 30, 32, 57]"
"[28, 30, 57, 30, 6, 26, 50, 19]","[19, 50, 26, 6, 30, 57, 30, 28]"
"[8, 15, 50, 51, 41, 23, 54, 8, 37]","[37, 8, 54, 23, 41, 51, 50, 15, 8]"
"[37, 42, 9, 23]","[23, 9, 42, 37]"
"[41, 22, 30, 31, 43]","[43, 31, 30, 22, 41]"
"[50, 25, 49, 14, 60, 21]","[21, 60, 14, 49, 25, 50]"
"[30, 32, 8, 12, 36, 53, 17]","[17, 53, 36, 12, 8, 32, 30]"
"[54, 34, 16, 35, 32, 56, 4, 12]","[12, 4, 56, 32, 35, 16, 34, 54]"
"[43, 7, 9, 7, 51, 8, 10, 47, 22]","[22, 47, 10, 8, 51, 7, 9, 7, 43]"
"[26, 27, 57, 44]","[44, 57, 27, 26]"
"[37, 58, 58, 58, 14]","[14, 58, 58, 58, 37]"
"[36, 49, 55, 38, 7, 6]","[6, 7, 38, 55, 49, 36]"
"[50, 23, 44, 59, 20, 60, 59]","[59, 60, 20, 59, 44, 23, 50]"
"[24, 8, 49, 21, 20, 36, 58, 41]","[41, 58, 36, 20, 21, 49, 8, 24]"
"[11, 46, 4, 19, 12, 23, 56, 7, 17]","[17, 7, 56, 23, 12, 19, 4, 46, 11]"
"[25, 32, 24, 42]","[42, 24, 32, 25]"
"[25, 12, 16, 5, 23]","[23, 5, 16, 12, 25]"
"[20, 41, 6, 24, 30, 34]","[34, 30, 24, 6, 41, 20]"
"[45, 40, 55, 43, 16, 49, 26]","[26, 49, 16, 43, 55, 40, 45]"
"[25, 25, 12, 21, 16, 33, 10, 6]","[6, 10, 33, 16, 21, 12, 25, 25]"
"[26, 5, 45, 8, 11, 19, 13, 51, 38]","[38, 51, 13, 19, 11, 8, 45, 5, 26]"
"[48, 19, 8, 47]","[47, 8, 19, 48]"
"[33, 16, 34, 13, 59]","[59, 13, 34, 16, 33]"
"[48, 53, 9, 25, 11, 41]","[41, 11, 25, 9, 53, 48]"
"[48, 30, 4, 55, 6, 38, 30]","[30, 38, 6, 55, 4, 30, 48]"
"[60, 43, 13, 51, 54, 20, 23, 26]","[26, 23, 20, 54, 51, 13, 43, 60]"
"[56, 56, 26, 18, 53, 7, 30, 54, 5]","[5, 54, 30, 7, 53, 18, 26, 56, 56]"
"[23, 56, 57, 42]","[42, 57, 56, 23]"
"[24, 44, 26, 49, 48]","[48, 49, 26, 44, 24]"
"[56, 8, 50, 9, 46, 49]","[49, 46, 9, 50, 8, 56]"
"[58, 15, 54, 6, 8, 24, 27]","[27, 24, 8, 6, 54, 15, 58]"
"[55, 47, 46, 26, 7, 52, 21, 54]","[54, 21, 52, 7, 26, 46, 47, 55]"
"[37, 26, 26, 7, 14, 24, 57, 9, 7]","[7, 9, 57, 24, 14, 7, 26, 26, 37]"
"[60, 30, 43, 24]","[24, 43, 30, 60]"
"[39, 38, 44, 35, 53]","[53, 35, 44, 38, 39]"
"[5, 10, 57, 39, 57, 24]","[24, 57, 39, 57, 10, 5]"
"[53, 60, 24, 38, 41, 50, 6]","[6, 50, 41, 38, 24, 60, 53]"
"[4, 48, 4, 16, 51, 10, 25, 53]","[53, 25, 10, 51, 16, 4, 48, 4]"
"[14, 19, 39, 56, 56, 17, 22, 26, 23]","[23, 26, 22, 17, 56, 56, 39, 19, 14]"
"[41, 51, 44, 37]","[37, 44, 51, 41]"
"[35, 42, 45, 33, 27]","[27, 33, 45, 42, 35]"
"[10, 22, 11, 21, 20, 42]","[42, 20, 21, 11, 22, 10]"
"[28, 11, 38, 24, 8, 24, 39]","[39, 24, 8, 24, 38, 11, 28]"
"[15, 14, 52, 17, 42, 8, 16, 58]","[58, 16, 8, 42, 17, 52, 14, 15]"
"[37, 32, 35, 7, 35, 49, 58, 8, 19]","[19, 8, 58, 49, 35, 7, 35, 32, 37]"
"[11, 42, 9, 59]","[59, 9, 42, 11]"
"[31, 6, 33, 37, 16]","[16, 37, 33, 6, 31]"
"[41, 46, 35, 52, 53, 29]","[29, 53, 52, 35, 46, 41]"
"[39, 35, 12, 4, 10, 59, 18]","[18, 59, 10, 4, 12, 35, 39]"
"[53, 42, 31, 13, 15, 54, 14, 43]","[43, 14, 54, 15, 13, 31, 42, 53]"
"[15, 7, 32, 33, 52, 59, 33, 7, 51]","[51, 7, 33, 59, 52, 33, 32, 7, 15]"
"[32, 38, 50, 10]","[10, 50, 38, 32]"
"[34, 24, 34, 36, 34]","[34, 36, 34, 24, 34]"
"[36, 40, 23, 54, 16, 36]","[36, 16, 54, 23, 40, 36]"
"[32, 4, 31, 53, 44, 32, 19]","[19, 32, 44, 53, 31, 4, 32]"
"[19, 27, 59, 55, 38, 5, 40, 30]","[30, 40, 5, 38, 55, 59, 27, 19]"
